None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
679,AAL,ARY,2017-12-31,2018-02-21,2017-12-31,2020-02-19,-5154000000,51396000000,52440000000.0,9146000000,42250000000,0.805,8.298,-5024000000,613000000,613000000,17636000000,1919000000,0.611,12.091,25065000000,2554000000,22511000000,25065000000,0,2017000000,0,0.008,0.4,4137000000,6154000000,0.146,6154000000,4137000000,3084000000,3.92,3.9,3.92,3926000000,3761500000.0,3926000000,49424259689,12,8.031,-280000000,-0.592,1.0,24571000000,0.582,6294000000,1053000000,54590000000,54699500000.0,1359000000,4771000000,4771000000,0,47470000000,14964000000,32506000000,24972259689,-27000000,0,-1615000000,726000000,-198000000,-1145000000,-3626000000,1398000000,4744000000,0,1919000000,1919000000,1919000000,0,0,0.045,20513000000,4058000000,1688000000,0.102,6.361,13.013,13.464,34156000000,0,52.78,0.592,0.592,1752000000,3361000000,42207000000,42207000000,0,0.037,0.51,0.076,0.098,90000000,13293000000,1.0,473138683,473138683,,89.206,45102000000,427000000,1165000000,0,95.325,-5818000000
680,AAL,ARY,2016-12-31,2017-02-22,2016-12-31,2020-02-19,-5083000000,51274000000,50835500000.0,10324000000,40950000000,0.79,7.508,-5608000000,960000000,960000000,15924000000,2676000000,0.744,12.547,24344000000,1855000000,22489000000,24344000000,0,1818000000,0,0.009,0.4,5290000000,7108000000,0.177,7108000000,5290000000,4299000000,4.85,4.81,4.85,3785000000,4299500000.0,3785000000,46736431669,9,6.575,916000000,1.817,1.0,24256000000,0.604,6264000000,991000000,54522000000,51899250000.0,1094000000,6037000000,6037000000,0,47489000000,13872000000,33617000000,23352431669,-68000000,0,-4500000000,3874000000,-224000000,-894000000,-5698000000,-92000000,6524000000,0,2676000000,2676000000,2676000000,0,0,0.067,18972000000,5284000000,1592000000,0.082,6.17,8.727,9.551,31159000000,0,46.32,0.581,0.581,1594000000,1640000000,40180000000,40180000000,0,0.053,0.622,0.102,0.132,100000000,12213000000,1.0,504154397,504154397,,79.698,45010000000,1498000000,1623000000,0,89.278,-3548000000
681,AAL,ARY,2015-12-31,2016-02-24,2015-12-31,2020-02-19,-4732000000,48415000000,47938000000.0,9985000000,38430000000,0.855,9.345,-6116000000,1085000000,1085000000,17079000000,7610000000,0.734,7.592,20561000000,2231000000,18330000000,20561000000,0,1609000000,0,0.01,0.4,5496000000,7105000000,0.173,7105000000,5496000000,4616000000,11.39,11.07,11.39,5635000000,3949250000.0,5635000000,43994712490,8,6.192,133000000,0.221,1.0,23911000000,0.583,6340000000,880000000,47946000000,45450500000.0,863000000,5864000000,5864000000,0,42780000000,13605000000,29175000000,24518712490,-604000000,0,-3846000000,2856000000,-278000000,-1259000000,-5594000000,522000000,6249000000,0,7610000000,7610000000,7610000000,0,0,0.186,17707000000,6204000000,1563000000,0.035,4.351,3.222,3.57,27510000000,0,40.66,0.598,0.598,1425000000,-1230000000,40990000000,40990000000,0,0.159,1.927,0.121,0.134,284000000,10918000000,1.0,603018015,603018015,,67.975,42075000000,2477000000,-2994000000,0,69.774,-3620000000
682,AAL,ART,2019-12-31,2020-02-19,2019-12-31,2020-02-19,-6331000000,59995000000,60981000000.0,8206000000,51789000000,0.751,-0.277,-4214000000,438000000,438000000,20788000000,1686000000,0.448,-509.432,33444000000,4569000000,28875000000,33444000000,0,2318000000,0,0.014,0.4,3351000000,5669000000,0.124,5669000000,3351000000,2256000000,3.8,3.79,3.8,-118000000,-154000000.0,-118000000,45204061841,13,7.974,-399000000,-0.936,1.0,24980000000,0.546,6175000000,1095000000,68515000000,68879250000.0,1851000000,3546000000,3546000000,0,60113000000,18311000000,41802000000,12198061841,4000000,0,-1097000000,-230000000,-178000000,-1568000000,-2243000000,1807000000,3815000000,0,1686000000,1686000000,1686000000,0,0,0.037,21915000000,3065000000,2062000000,0.105,-103.373,7.235,7.534,43732000000,0,28.63,0.267,0.267,1750000000,2264000000,45768000000,45768000000,0,0.028,-10.948,0.049,0.073,94000000,14211000000,1.0,426058744,426058744,,107.422,53820000000,645000000,570000000,0,126.321,-10105000000
683,AAL,ART,2019-09-30,2019-10-24,2019-09-30,2020-02-19,-5946000000,61175000000,61127250000.0,9572000000,51603000000,0.743,0.365,-3120000000,470000000,470000000,20711000000,1590000000,0.489,381.344,34440000000,5280000000,29160000000,34440000000,0,2159000000,0,0.014,0.4,3161000000,5320000000,0.117,5320000000,3161000000,2070000000,3.55,3.55,3.55,160000000,-166750000.0,160000000,46853284927,15,8.807,824000000,1.881,1.0,24682000000,0.544,6186000000,1091000000,69399000000,69214500000.0,1800000000,4856000000,4856000000,0,61015000000,19560000000,41455000000,12883284927,9000000,0,-825000000,421000000,-181000000,-663000000,-3272000000,-82000000,3944000000,0,1590000000,1590000000,1590000000,0,0,0.035,21798000000,2884000000,1932000000,0.113,80.521,8.103,8.285,43461000000,0,29.41,0.284,0.284,1850000000,1894000000,45393000000,45393000000,0,0.026,-9.535,0.046,0.07,86000000,14099000000,1.0,438057971,438057971,,103.623,54989000000,666000000,480000000,0,125.529,-9988000000
684,AAL,ART,2019-06-30,2019-07-25,2019-06-30,2020-02-19,-5927000000,61967000000,58992250000.0,9850000000,52117000000,0.764,-0.049,-2851000000,476000000,476000000,20716000000,1506000000,0.489,-2817.682,34748000000,5139000000,29609000000,34748000000,0,2159000000,0,0.013,0.4,3041000000,5200000000,0.115,5200000000,3041000000,1969000000,3.33,3.33,3.33,-22000000,-348750000.0,-22000000,48373723956,16,9.303,186000000,0.418,1.0,24325000000,0.54,6196000000,1072000000,69920000000,65454500000.0,1708000000,5088000000,5088000000,0,61989000000,20123000000,41866000000,14101723956,25000000,0,-625000000,1214000000,-182000000,339000000,-3351000000,-458000000,3037000000,0,1506000000,1506000000,1506000000,0,0,0.033,21600000000,2725000000,2118000000,0.12,-640.987,9.364,9.511,43804000000,0,31.67,0.313,0.313,1943000000,1514000000,45041000000,45041000000,0,0.026,-4.318,0.046,0.068,86000000,13980000000,1.0,445270728,445270728,,101.154,55771000000,792000000,463000000,0,125.252,-10273000000
685,AAL,ART,2019-03-31,2019-04-26,2019-03-31,2020-02-19,-5909000000,60787000000,56656000000.0,8654000000,52133000000,0.789,-1.43,-2727000000,493000000,493000000,20587000000,1410000000,0.436,-96.577,33444000000,4999000000,28445000000,33444000000,0,2159000000,0,0.012,0.4,2919000000,5078000000,0.114,5078000000,2919000000,1856000000,3.06,3.06,3.06,-636000000,-560500000.0,-636000000,47657248902,16,9.385,658000000,1.479,1.0,24137000000,0.54,6206000000,1063000000,67683000000,61300750000.0,1666000000,4012000000,4012000000,0,61423000000,19849000000,41574000000,14706248902,-52000000,0,-984000000,-703000000,-184000000,-1940000000,-1497000000,1251000000,3385000000,0,1410000000,1410000000,1410000000,0,0,0.032,21537000000,2600000000,2139000000,0.131,-23.123,10.43,10.804,43534000000,0,33.06,0.329,0.329,1876000000,897000000,44724000000,44724000000,0,0.025,-2.516,0.048,0.065,86000000,13857000000,1.0,444835115,444835115,,100.541,54581000000,1007000000,446000000,0,122.699,-11195000000
686,AAL,ART,2018-12-31,2019-02-25,2018-12-31,2020-02-19,-5274000000,60580000000,54779250000.0,8637000000,51943000000,0.813,-0.376,-2538000000,429000000,429000000,20400000000,1412000000,0.477,-359.462,34029000000,4948000000,29081000000,34029000000,0,2159000000,0,0.011,0.4,2940000000,5099000000,0.114,5099000000,2940000000,1884000000,3.04,3.03,3.04,-169000000,-656000000.0,-169000000,49721094173,17,9.751,995000000,2.216,1.0,24141000000,0.542,6228000000,1056000000,69856000000,57914000000.0,1522000000,4485000000,4485000000,0,60749000000,18096000000,42653000000,16121094173,-112000000,0,-837000000,-587000000,-186000000,-1672000000,-1973000000,572000000,3533000000,0,1412000000,1412000000,1412000000,0,0,0.032,21485000000,2656000000,1773000000,0.132,-95.391,11.417,11.809,43249000000,0,35.9,0.362,0.362,1706000000,136000000,44541000000,44541000000,0,0.026,-2.152,0.051,0.066,86000000,13771000000,1.0,449055548,449055548,,99.188,54352000000,1145000000,472000000,0,121.036,-9459000000
687,AAL,ART,2018-09-30,2018-10-25,2018-09-30,2020-02-19,-5203000000,52635000000,52483250000.0,9498000000,43137000000,0.842,-1.233,-3168000000,457000000,457000000,19872000000,1351000000,0.581,-93.667,24767000000,2493000000,22274000000,24767000000,0,2017000000,0,0.012,0.4,2985000000,5002000000,0.113,5002000000,2985000000,1923000000,2.9,2.9,2.9,-568000000,367750000.0,-568000000,39219021957,13,7.841,73000000,0.158,1.0,24332000000,0.55,6238000000,1062000000,54359000000,54097500000.0,1576000000,4552000000,4552000000,0,53203000000,16348000000,36855000000,14909021957,-129000000,0,-1080000000,86000000,-188000000,-1230000000,-2140000000,1033000000,3241000000,0,1351000000,1351000000,1351000000,0,0,0.031,21534000000,2798000000,1886000000,0.138,-26.248,11.036,11.162,34223000000,0,32.37,0.337,0.337,2170000000,-316000000,44204000000,44204000000,0,0.026,3.674,0.055,0.068,90000000,13750000000,1.0,460581463,460581463,,95.974,46397000000,1293000000,572000000,0,100.736,-6850000000
688,AAL,ART,2018-06-30,2018-07-26,2018-06-30,2020-02-19,-5187000000,52622000000,52424750000.0,9176000000,43446000000,0.83,-1.887,-3616000000,476000000,476000000,18956000000,1634000000,0.55,-61.555,24076000000,2213000000,21863000000,24076000000,0,2017000000,0,0.01,0.4,3534000000,5551000000,0.128,5551000000,3534000000,2471000000,3.45,3.44,3.45,-869000000,1496750000.0,-869000000,42029578824,12,7.572,73000000,0.159,1.0,24567000000,0.564,6248000000,1063000000,53305000000,54192750000.0,1522000000,4381000000,4381000000,0,53491000000,16669000000,36822000000,18429578824,-184000000,0,-1439000000,-791000000,-190000000,-2465000000,-1408000000,2208000000,3689000000,0,1634000000,1634000000,1634000000,0,0,0.038,21186000000,3381000000,2053000000,0.116,-21.208,11.279,11.6,34424000000,0,40.02,0.423,0.423,1941000000,-610000000,43523000000,43523000000,0,0.031,1.092,0.065,0.081,90000000,13621000000,1.0,460509216,460509216,,94.511,46374000000,1399000000,837000000,0,100.702,-7493000000
689,AAL,ART,2018-03-31,2018-04-26,2018-03-31,2020-02-19,-5172000000,53280000000,52603250000.0,9673000000,43607000000,0.817,-2.175,-4099000000,591000000,591000000,18131000000,1871000000,0.569,-53.338,24739000000,2793000000,21946000000,24739000000,0,2017000000,0,0.009,0.4,4053000000,6070000000,0.141,6070000000,4053000000,2993000000,3.87,3.85,3.87,-1018000000,2642750000.0,-1018000000,43983627738,11,7.246,194000000,0.414,1.0,24854000000,0.578,6284000000,1060000000,54136000000,54573500000.0,1455000000,4994000000,4994000000,0,54298000000,17008000000,37290000000,19835627738,-77000000,0,-1592000000,180000000,-195000000,-1637000000,-2733000000,1366000000,4293000000,0,1871000000,1871000000,1871000000,0,0,0.044,20966000000,3888000000,1953000000,0.103,-19.485,10.602,10.948,34333000000,0,42.37,0.461,0.461,1809000000,-1130000000,42985000000,42985000000,0,0.036,0.708,0.074,0.094,90000000,13522000000,1.0,468152649,468152649,,91.818,46996000000,1581000000,1122000000,0,100.386,-7335000000
690,AAL,ART,2017-12-31,2018-02-21,2017-12-31,2020-02-19,-5154000000,51396000000,52440000000.0,9146000000,42250000000,0.805,8.298,-5024000000,613000000,613000000,17636000000,1919000000,0.611,12.091,25065000000,2554000000,22511000000,25065000000,0,2017000000,0,0.008,0.4,4137000000,6154000000,0.146,6154000000,4137000000,3084000000,3.92,3.9,3.92,3926000000,3761500000.0,3926000000,49424259689,12,8.031,-280000000,-0.592,1.0,24571000000,0.582,6294000000,1053000000,54590000000,54699500000.0,1359000000,4771000000,4771000000,0,47470000000,14964000000,32506000000,24972259689,-27000000,0,-1615000000,726000000,-198000000,-1145000000,-3626000000,1398000000,4744000000,0,1919000000,1919000000,1919000000,0,0,0.045,20513000000,4058000000,1688000000,0.102,6.361,13.013,13.464,34156000000,0,52.78,0.592,0.592,1752000000,3361000000,42207000000,42207000000,0,0.037,0.51,0.076,0.098,90000000,13293000000,1.0,473138683,473138683,,89.206,45102000000,427000000,1165000000,0,95.325,-5818000000
691,AAL,ART,2017-09-30,2017-10-26,2017-09-30,2020-02-19,-5127000000,52401000000,52409500000.0,10002000000,42399000000,0.79,8.251,-5127000000,733000000,733000000,17157000000,1950000000,0.653,12.273,24684000000,2467000000,22217000000,24684000000,0,1818000000,0,0.008,0.4,4199000000,6017000000,0.145,6017000000,4199000000,3160000000,4.01,3.98,4.01,3948000000,3726250000.0,3948000000,47210839939,11,7.846,-193000000,-0.403,1.0,24239000000,0.586,6305000000,1039000000,54740000000,54682500000.0,1315000000,5428000000,5428000000,0,48453000000,15307000000,33146000000,23259839939,-41000000,0,-1941000000,1363000000,-202000000,-850000000,-4125000000,1002000000,4934000000,0,1950000000,1950000000,1950000000,0,0,0.047,20104000000,4135000000,1638000000,0.1,5.892,11.928,12.122,33311000000,0,48.61,0.562,0.562,1700000000,3152000000,41396000000,41396000000,0,0.037,0.523,0.077,0.101,100000000,13046000000,1.0,478499073,478499073,,86.512,46096000000,538000000,1210000000,0,96.335,-5305000000
692,AAL,ART,2017-06-30,2017-07-28,2017-06-30,2020-02-19,-5112000000,53336000000,52086250000.0,11016000000,42320000000,0.789,7.628,-5456000000,940000000,940000000,16845000000,2063000000,0.684,13.357,24859000000,2334000000,22525000000,24859000000,0,1818000000,0,0.008,0.4,4368000000,6186000000,0.15,6186000000,4368000000,3345000000,4.12,4.1,4.12,3715000000,3837000000.0,3715000000,48508095265,11,7.842,173000000,0.355,1.0,24267000000,0.59,6315000000,1023000000,54828000000,54153000000.0,1206000000,6500000000,6500000000,0,49621000000,16112000000,33509000000,24589095265,-60000000,0,-2277000000,2039000000,-207000000,-509000000,-5180000000,276000000,5629000000,0,2063000000,2063000000,2063000000,0,0,0.05,19933000000,4334000000,1924000000,0.097,6.619,11.919,12.255,32993000000,0,50.49,0.598,0.598,1543000000,2577000000,41112000000,41112000000,0,0.04,0.538,0.081,0.106,100000000,12770000000,1.0,487009215,487009215,,84.417,47021000000,905000000,1282000000,0,96.551,-5096000000
693,AAL,ART,2017-03-31,2017-04-27,2017-03-31,2020-02-19,-5097000000,52627000000,51515000000.0,10626000000,42001000000,0.784,7.018,-5737000000,917000000,917000000,16519000000,2210000000,0.695,14.223,24543000000,1714000000,22829000000,24543000000,0,1818000000,0,0.009,0.4,4556000000,6374000000,0.158,6374000000,4556000000,3547000000,4.17,4.15,4.17,3457000000,3986250000.0,3457000000,45290056216,10,7.105,417000000,0.847,1.0,23851000000,0.591,6327000000,1009000000,54640000000,53343500000.0,1154000000,6302000000,6302000000,0,49170000000,15286000000,33884000000,21664056216,-121000000,0,-3459000000,2897000000,-214000000,-842000000,-5433000000,302000000,6154000000,0,2210000000,2210000000,2210000000,0,0,0.055,19301000000,4550000000,1882000000,0.096,6.267,9.803,10.547,32291000000,0,43.98,0.537,0.537,1397000000,1823000000,40370000000,40370000000,0,0.043,0.554,0.085,0.113,100000000,12395000000,1.0,492588818,492588818,,81.955,46300000000,1379000000,1337000000,0,93.993,-4660000000
694,AAL,ART,2016-12-31,2017-02-22,2016-12-31,2020-02-19,-5083000000,51274000000,50835500000.0,10324000000,40950000000,0.79,7.508,-5608000000,960000000,960000000,15924000000,2676000000,0.744,12.547,24344000000,1855000000,22489000000,24344000000,0,1818000000,0,0.009,0.4,5290000000,7108000000,0.177,7108000000,5290000000,4299000000,4.85,4.81,4.85,3785000000,4299500000.0,3785000000,46736431669,9,6.575,916000000,1.817,1.0,24256000000,0.604,6264000000,991000000,54522000000,51899250000.0,1094000000,6037000000,6037000000,0,47489000000,13872000000,33617000000,23352431669,-68000000,0,-4500000000,3874000000,-224000000,-894000000,-5698000000,-92000000,6524000000,0,2676000000,2676000000,2676000000,0,0,0.067,18972000000,5284000000,1592000000,0.082,6.17,8.727,9.551,31159000000,0,46.32,0.581,0.581,1594000000,1640000000,40180000000,40180000000,0,0.053,0.622,0.102,0.132,100000000,12213000000,1.0,504154397,504154397,,79.698,45010000000,1498000000,1623000000,0,89.278,-3548000000
695,AAL,ART,2016-09-30,2016-10-20,2016-09-30,2020-02-19,-4778000000,51108000000,50120750000.0,11048000000,40060000000,0.799,8.475,-5731000000,1016000000,1016000000,15775000000,5668000000,0.76,10.639,23343000000,1798000000,21545000000,23343000000,0,1609000000,0,0.01,0.4,5011000000,6620000000,0.165,6620000000,5011000000,4044000000,9.29,9.12,9.29,4391000000,4762000000.0,4391000000,43357700082,9,6.55,394000000,0.76,1.0,24247000000,0.606,6280000000,967000000,52622000000,50255250000.0,1100000000,6374000000,6374000000,0,46717000000,14533000000,32184000000,21030700082,-635000000,0,-5366000000,3072000000,-244000000,-2556000000,-4204000000,1525000000,6125000000,0,5668000000,5668000000,5668000000,0,0,0.142,18662000000,5585000000,1673000000,0.043,4.79,3.71,4.369,30304000000,0,40.59,0.525,0.525,1703000000,1403000000,40022000000,40022000000,0,0.113,1.19,0.1,0.125,284000000,11809000000,1.0,518125156,518125156,,77.244,44828000000,1524000000,-1624000000,0,86.52,-3485000000
696,AAL,ART,2016-06-30,2016-07-22,2016-06-30,2020-02-19,-4763000000,51051000000,49522500000.0,11184000000,39867000000,0.81,8.137,-6032000000,1086000000,1086000000,15908000000,6624000000,0.75,10.839,22846000000,1715000000,21131000000,22846000000,0,1609000000,0,0.011,0.4,5500000000,7109000000,0.177,7109000000,5500000000,4564000000,10.45,10.21,10.45,4312000000,4604750000.0,4312000000,41027649951,7,5.771,209000000,0.394,1.0,24226000000,0.604,6304000000,936000000,51590000000,48859000000.0,999000000,6672000000,6672000000,0,46739000000,14917000000,31822000000,19267649951,-506000000,0,-6151000000,4326000000,-257000000,-2077000000,-4670000000,1360000000,6241000000,0,6624000000,6624000000,6624000000,0,0,0.165,18073000000,6153000000,1944000000,0.038,4.468,2.909,3.479,29611000000,0,36.36,0.48,0.48,1593000000,719000000,40134000000,40134000000,0,0.134,1.439,0.113,0.137,284000000,11460000000,1.0,529913365,529913365,,75.737,44747000000,1965000000,-2060000000,0,84.442,-3733000000
697,AAL,ART,2016-03-31,2016-04-22,2016-03-31,2020-02-19,-4749000000,49909000000,48726750000.0,10802000000,39107000000,0.833,8.146,-6264000000,1186000000,1186000000,16463000000,7378000000,0.707,9.596,21744000000,2610000000,19134000000,21744000000,0,1609000000,0,0.01,0.4,5700000000,7309000000,0.18,7309000000,5700000000,4790000000,11.23,10.94,11.23,4710000000,4435750000.0,4710000000,42649942033,7,5.835,111000000,0.192,1.0,24135000000,0.594,6327000000,910000000,48863000000,46849750000.0,886000000,6435000000,6435000000,0,45199000000,15277000000,29922000000,22091942033,-553000000,0,-5190000000,3026000000,-269000000,-2422000000,-4506000000,1758000000,6375000000,0,7378000000,7378000000,7378000000,0,0,0.182,17812000000,6323000000,1913000000,0.036,4.69,2.994,3.402,28633000000,0,38.21,0.544,0.544,1450000000,-591000000,40598000000,40598000000,0,0.151,1.663,0.122,0.14,284000000,11170000000,1.0,578171736,578171736,,70.218,43582000000,2072000000,-2588000000,0,75.379,-4475000000
698,AAL,ART,2015-12-31,2016-02-24,2015-12-31,2020-02-19,-4732000000,48415000000,47938000000.0,9985000000,38430000000,0.855,9.345,-6116000000,1085000000,1085000000,17079000000,7610000000,0.734,7.592,20561000000,2231000000,18330000000,20561000000,0,1609000000,0,0.01,0.4,5496000000,7105000000,0.173,7105000000,5496000000,4616000000,11.39,11.07,11.39,5635000000,3949250000.0,5635000000,43994712490,8,6.192,133000000,0.221,1.0,23911000000,0.583,6340000000,880000000,47946000000,45450500000.0,863000000,5864000000,5864000000,0,42780000000,13605000000,29175000000,24518712490,-604000000,0,-3846000000,2856000000,-278000000,-1259000000,-5594000000,522000000,6249000000,0,7610000000,7610000000,7610000000,0,0,0.186,17707000000,6204000000,1563000000,0.035,4.351,3.222,3.57,27510000000,0,40.66,0.598,0.598,1425000000,-1230000000,40990000000,40990000000,0,0.159,1.927,0.121,0.134,284000000,10918000000,1.0,603018015,603018015,,67.975,42075000000,2477000000,-2994000000,0,69.774,-3620000000
699,AAL,ART,2015-09-30,2015-10-23,2015-09-30,2020-02-19,-4651000000,48715000000,46777000000.0,13706000000,35009000000,0.888,5.968,-5894000000,1726000000,1726000000,18217000000,4926000000,0.968,11.949,20561000000,1712000000,18849000000,20561000000,0,1513000000,0,0.009,0.4,5810000000,7323000000,0.176,7323000000,5810000000,4938000000,7.22,7.03,7.22,3762000000,3045750000.0,3762000000,47621967366,8,6.503,931000000,1.477,1.0,23303000000,0.561,6352000000,872000000,47037000000,43499250000.0,1010000000,7857000000,7857000000,0,44953000000,14161000000,30792000000,28786967366,-162000000,0,-3317000000,3185000000,-278000000,-169000000,-6818000000,-924000000,6825000000,0,4926000000,4926000000,4926000000,0,0,0.119,17307000000,5996000000,1525000000,0.055,7.652,5.844,6.325,26292000000,0,45.67,0.693,0.693,1828000000,-4445000000,41520000000,41520000000,0,0.105,1.617,0.134,0.14,304000000,10630000000,1.0,630325539,630325539,,65.871,42363000000,0,12000000,0,67.208,-455000000
700,AAL,ART,2015-06-30,2015-07-24,2015-06-30,2020-02-19,-4620000000,47868000000,45641500000.0,14109000000,33759000000,0.919,5.412,-5726000000,1699000000,1699000000,19673000000,4175000000,0.938,12.165,18794000000,1642000000,17152000000,18794000000,0,1513000000,0,0.01,0.4,5041000000,6554000000,0.156,6554000000,5041000000,4178000000,5.97,5.82,5.97,3636000000,3348000000.0,3636000000,43719249427,9,6.671,-442000000,-0.658,1.0,22280000000,0.531,6365000000,863000000,43553000000,41472000000.0,1069000000,7967000000,7967000000,0,44232000000,15045000000,29187000000,26624249427,-258000000,0,-1964000000,1670000000,-284000000,-283000000,-5259000000,467000000,5284000000,0,4175000000,4175000000,4175000000,0,0,0.1,17023000000,5257000000,1683000000,0.067,7.322,6.377,6.638,25288000000,0,39.63,0.635,0.635,1892000000,-6070000000,41953000000,41953000000,0,0.091,1.247,0.122,0.12,304000000,10390000000,1.0,671820576,671820576,,62.447,41503000000,0,3000000,0,61.777,-936000000
701,AAL,ART,2015-03-31,2015-04-24,2015-03-31,2020-02-19,-4590000000,46754000000,44877250000.0,14129000000,32625000000,0.947,3.99,-5639000000,1805000000,1805000000,20827000000,3335000000,0.993,15.915,18922000000,1284000000,17638000000,18922000000,0,1513000000,0,0.006,0.3,4517000000,6030000000,0.142,6030000000,4517000000,3663000000,4.7,4.58,4.7,2764000000,3460500000.0,2764000000,53630963442,12,8.894,-1321000000,-1.907,1.0,21654000000,0.51,6372000000,854000000,43266000000,40068750000.0,995000000,8125000000,8125000000,0,43990000000,14233000000,29757000000,36513963442,-211000000,0,-1242000000,1467000000,-214000000,641000000,-5170000000,469000000,4318000000,0,3335000000,3335000000,3335000000,0,0,0.079,16919000000,4735000000,1587000000,0.064,13.211,10.949,11.214,24042000000,0,52.705,0.86,0.86,1826000000,-7702000000,42481000000,42481000000,0,0.074,0.964,0.113,0.106,304000000,10241000000,1.0,692798851,692798851,,61.318,40382000000,0,328000000,0,58.288,-104000000
702,AAL,ARQ,2019-12-31,2020-02-19,2019-12-31,2020-02-19,-6331000000,59995000000,,8206000000,51789000000,,-0.277,-1756000000,438000000,438000000,5187000000,414000000,0.448,-509.432,33444000000,4569000000,28875000000,33444000000,0,2318000000,0,0.014,0.2,836000000,3154000000,0.279,3154000000,836000000,571000000,0.95,0.95,0.95,-118000000,,-118000000,45204061841,13,7.974,-1156000000,-2.713,1.0,6126000000,0.542,6175000000,265000000,68515000000,,1851000000,3546000000,3546000000,0,60113000000,18311000000,41802000000,12198061841,-33000000,0,-272000000,-945000000,-43000000,-1272000000,639000000,2163000000,600000000,0,414000000,414000000,414000000,0,0,0.037,5397000000,729000000,2062000000,0.211,-103.373,7.235,7.534,43732000000,0,28.63,0.267,0.267,1750000000,2264000000,11313000000,11313000000,0,,,,,94000000,3508000000,1.0,426058744,426058744,,26.553,53820000000,645000000,157000000,0,126.321,-10105000000
703,AAL,ARQ,2019-09-30,2019-10-24,2019-09-30,2020-02-19,-5946000000,61175000000,,9572000000,51603000000,,0.365,-672000000,470000000,470000000,5397000000,425000000,0.489,381.344,34440000000,5280000000,29160000000,34440000000,0,0,0,0.014,0.1,841000000,841000000,0.071,841000000,841000000,557000000,0.96,0.96,0.96,160000000,,160000000,46853284927,15,8.807,156000000,0.356,1.0,6514000000,0.547,6186000000,284000000,69399000000,,1800000000,4856000000,4856000000,0,61015000000,19560000000,41455000000,12883284927,-7000000,0,-200000000,-93000000,-45000000,-366000000,-469000000,236000000,828000000,0,425000000,425000000,425000000,0,0,0.036,5706000000,808000000,1932000000,0.104,80.521,8.103,8.285,43461000000,0,29.41,0.284,0.284,1850000000,1894000000,11911000000,11911000000,0,,,,,0,3643000000,1.0,438057971,438057971,,27.19,54989000000,666000000,132000000,0,125.529,-9988000000
704,AAL,ARQ,2019-06-30,2019-07-25,2019-06-30,2020-02-19,-5927000000,61967000000,,9850000000,52117000000,,-0.049,-840000000,476000000,476000000,5325000000,662000000,0.489,-2817.682,34748000000,5139000000,29609000000,34748000000,0,0,0,0.013,0.1,1157000000,1157000000,0.097,1157000000,1157000000,882000000,1.49,1.49,1.49,-22000000,,-22000000,48373723956,16,9.303,-104000000,-0.234,1.0,6635000000,0.555,6196000000,275000000,69920000000,,1708000000,5088000000,5088000000,0,61989000000,20123000000,41866000000,14101723956,-18000000,0,-17000000,1257000000,-44000000,1179000000,-1933000000,-1072000000,736000000,0,662000000,662000000,662000000,0,0,0.055,5482000000,1153000000,2118000000,0.067,-640.987,9.364,9.511,43804000000,0,31.67,0.313,0.313,1943000000,1514000000,11960000000,11960000000,0,,,,,0,3601000000,1.0,445270728,445270728,,26.86,55771000000,792000000,220000000,0,125.252,-10273000000
705,AAL,ARQ,2019-03-31,2019-04-26,2019-03-31,2020-02-19,-5909000000,60787000000,,8654000000,52133000000,,-1.43,-946000000,493000000,493000000,4880000000,185000000,0.436,-96.577,33444000000,4999000000,28445000000,33444000000,0,0,0,0.012,0.0,516000000,516000000,0.049,516000000,516000000,245000000,0.41,0.41,0.41,-636000000,,-636000000,47657248902,16,9.385,705000000,1.585,1.0,5704000000,0.539,6206000000,271000000,67683000000,,1666000000,4012000000,4012000000,0,61423000000,19849000000,41574000000,14706248902,62000000,0,-608000000,-449000000,-46000000,-1109000000,-480000000,480000000,1651000000,0,185000000,185000000,185000000,0,0,0.017,5329000000,375000000,2139000000,0.0,-23.123,10.43,10.804,43534000000,0,33.06,0.329,0.329,1876000000,897000000,10584000000,10584000000,0,,,,,0,3460000000,1.0,444835115,444835115,,23.793,54581000000,1007000000,60000000,0,122.699,-11195000000
